ID,Tier,Source Group,Source Name,Source Type,Scrape Target / Query,Seed Domain,Country / HQ Focus,Role Focus,Why Strong,Bangladesh Fit Rule,Required Accept Filter,Hard Reject Filter,Scrape Frequency,Notes / Compliance,Proof / Reference URL
S0384,Tier 1 Seed,Company-specific Google source,Fastly - Company staff-augmentation-fit query,Google SERP query,"""Fastly"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",fastly.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0385,Tier 1 Seed,Company-specific Google source,Fingerprint - Company careers worldwide engineering query,Google SERP query,"site:fingerprint.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",fingerprint.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0386,Tier 1 Seed,Company-specific Google source,Fingerprint - Company ATS indexed global remote query,Google SERP query,"""Fingerprint"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",fingerprint.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0387,Tier 1 Seed,Company-specific Google source,Fingerprint - Company staff-augmentation-fit query,Google SERP query,"""Fingerprint"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",fingerprint.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0388,Tier 1 Seed,Company-specific Google source,Fireflies.ai - Company careers worldwide engineering query,Google SERP query,"site:fireflies.ai (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",fireflies.ai,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0389,Tier 1 Seed,Company-specific Google source,Fireflies.ai - Company ATS indexed global remote query,Google SERP query,"""Fireflies.ai"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",fireflies.ai,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0390,Tier 1 Seed,Company-specific Google source,Fireflies.ai - Company staff-augmentation-fit query,Google SERP query,"""Fireflies.ai"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",fireflies.ai,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0391,Tier 1 Seed,Company-specific Google source,Fly.io - Company careers worldwide engineering query,Google SERP query,"site:fly.io (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",fly.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0392,Tier 1 Seed,Company-specific Google source,Fly.io - Company ATS indexed global remote query,Google SERP query,"""Fly.io"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",fly.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0393,Tier 1 Seed,Company-specific Google source,Fly.io - Company staff-augmentation-fit query,Google SERP query,"""Fly.io"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",fly.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0394,Tier 1 Seed,Company-specific Google source,Formstack - Company careers worldwide engineering query,Google SERP query,"site:formstack.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",formstack.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0395,Tier 1 Seed,Company-specific Google source,Formstack - Company ATS indexed global remote query,Google SERP query,"""Formstack"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",formstack.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
